Created By;Host ID;Host Name;Host MAC;Host Desc;Image Name;Image Path;Start Date;Start Time;End Date;End Time;Duration;Deploy/Capture;Tempo
fog;26;a45d362aadca;a4:5d:36:2a:ad:ca;Created by FOG Reg on January 17, 2024, 10:03 am;DebRodrigo;Not Valid;22/01/2024;09:34:36;22/01/2024;09:36:01;1 minute 25 seconds;Deploy;00:01:25
fog;27;a45d362a9143;a4:5d:36:2a:91:43;Created by FOG Reg on January 17, 2024, 10:04 am;DebRodrigo;Not Valid;22/01/2024;09:34:37;22/01/2024;09:36:04;1 minute 27 seconds;Deploy;00:01:27
fog;28;a45d362ada99;a4:5d:36:2a:da:99;Created by FOG Reg on January 17, 2024, 10:04 am;DebRodrigo;Not Valid;22/01/2024;09:34:37;22/01/2024;09:36:03;1 minute 26 seconds;Deploy;00:01:26
fog;29;a45d362aad1b;a4:5d:36:2a:ad:1b;Created by FOG Reg on January 17, 2024, 10:04 am;DebRodrigo;Not Valid;22/01/2024;09:34:38;22/01/2024;09:36:05;1 minute 27 seconds;Deploy;00:01:27
fog;30;a45d362abd32;a4:5d:36:2a:bd:32;Created by FOG Reg on January 17, 2024, 10:05 am;DebRodrigo;Not Valid;22/01/2024;09:34:31;22/01/2024;09:35:51;1 minute 20 seconds;Deploy;00:01:20
fog;31;a45d362abd2b;a4:5d:36:2a:bd:2b;Created by FOG Reg on January 17, 2024, 10:05 am;DebRodrigo;Not Valid;22/01/2024;09:34:42;22/01/2024;09:36:20;1 minute 38 seconds;Deploy;00:01:38
fog;32;a45d362a9db8;a4:5d:36:2a:9d:b8;Created by FOG Reg on January 17, 2024, 10:05 am;DebRodrigo;Not Valid;22/01/2024;09:34:36;22/01/2024;09:36:00;1 minute 24 seconds;Deploy;00:01:24
fog;19;a45d362a9df5;a4:5d:36:2a:9d:f5;Created by FOG Reg on January 17, 2024, 9:57 am;DebRodrigo;Not Valid;22/01/2024;09:38:05;22/01/2024;09:39:26;1 minute 21 seconds;Deploy;00:01:21
fog;20;a45d362aad8f;a4:5d:36:2a:ad:8f;Created by FOG Reg on January 17, 2024, 10:01 am;DebRodrigo;Not Valid;22/01/2024;09:38:08;22/01/2024;09:39:34;1 minute 26 seconds;Deploy;00:01:26
fog;21;a45d362a91f6;a4:5d:36:2a:91:f6;Created by FOG Reg on January 17, 2024, 10:01 am;DebRodrigo;Not Valid;22/01/2024;09:38:09;22/01/2024;09:39:34;1 minute 25 seconds;Deploy;00:01:25
fog;22;a45d362abd33;a4:5d:36:2a:bd:33;Created by FOG Reg on January 17, 2024, 10:02 am;DebRodrigo;Not Valid;22/01/2024;09:38:09;22/01/2024;09:39:34;1 minute 25 seconds;Deploy;00:01:25
fog;23;a45d362abd9d;a4:5d:36:2a:bd:9d;Created by FOG Reg on January 17, 2024, 10:03 am;DebRodrigo;Not Valid;22/01/2024;09:38:09;22/01/2024;09:39:38;1 minute 29 seconds;Deploy;00:01:29
fog;24;fc15b4d90f77;fc:15:b4:d9:0f:77;Created by FOG Reg on January 17, 2024, 10:03 am;DebRodrigo;Not Valid;22/01/2024;09:38:10;22/01/2024;09:39:36;1 minute 26 seconds;Deploy;00:01:26
fog;25;a45d362aed83;a4:5d:36:2a:ed:83;Created by FOG Reg on January 17, 2024, 10:03 am;DebRodrigo;Not Valid;22/01/2024;09:38:06;22/01/2024;09:39:30;1 minute 24 seconds;Deploy;00:01:24
